Дата;Открытие;Макс;Мин;Закрытие
14.11.2018;109070;109070;108950;108950
14.11.2018;108950;109010;108910;108950
14.11.2018;108940;109040;108910;109020
14.11.2018;109030;109120;108990;109030
14.11.2018;109020;109090;108960;109090
14.11.2018;109080;109200;109050;109110
14.11.2018;109100;109160;109030;109150
14.11.2018;109150;109320;109130;109300
14.11.2018;109300;109400;109260;109270
14.11.2018;109280;109440;109280;109440
14.11.2018;109440;109440;109340;109340
14.11.2018;109340;109470;109330;109440
14.11.2018;109450;109550;109450;109530
14.11.2018;109530;109590;109500;109510
14.11.2018;109520;109580;109480;109490
14.11.2018;109490;109500;109350;109350
14.11.2018;109370;109370;109210;109230
14.11.2018;109220;109400;109210;109370
14.11.2018;109360;109410;109350;109400
14.11.2018;109390;109510;109370;109450
14.11.2018;109440;109500;109380;109420
14.11.2018;109410;109420;109350;109380
14.11.2018;109370;109410;109350;109360
14.11.2018;109360;109380;109330;109380
14.11.2018;109380;109460;109350;109380
14.11.2018;109390;109500;109380;109490
14.11.2018;109480;109490;109390;109420
14.11.2018;109420;109420;109340;109360
14.11.2018;109360;109400;109270;109290
14.11.2018;109290;109380;109260;109370
14.11.2018;109370;109410;109360;109380
14.11.2018;109380;109390;109300;109340
14.11.2018;109340;109350;109250;109310
14.11.2018;109310;109330;109270;109320
14.11.2018;109310;109370;109270;109290
14.11.2018;109290;109320;109240;109280
14.11.2018;109270;109270;109160;109250
14.11.2018;109250;109310;109240;109270
14.11.2018;109260;109340;109240;109330
14.11.2018;109330;109400;109330;109380
14.11.2018;109360;109390;109280;109300
14.11.2018;109300;109310;109260;109290
14.11.2018;109300;109320;109250;109310
14.11.2018;109310;109370;109310;109320
14.11.2018;109330;109400;109310;109370
14.11.2018;109380;109460;109350;109390
14.11.2018;109400;109550;109300;109490
14.11.2018;109500;109500;109310;109350
14.11.2018;109350;109420;109300;109320
14.11.2018;109330;109360;109080;109110
14.11.2018;109120;109220;109100;109190
14.11.2018;109190;109290;109160;109280
14.11.2018;109270;109400;109270;109350
14.11.2018;109340;109360;109270;109340
14.11.2018;109340;109360;109170;109190
14.11.2018;109180;109270;109160;109270
14.11.2018;109270;109390;109190;109360
14.11.2018;109350;109390;109320;109370
14.11.2018;109360;109610;109330;109610
14.11.2018;109600;109710;109530;109570
14.11.2018;109570;109620;109530;109560
14.11.2018;109560;109660;109560;109630
14.11.2018;109620;109630;109530;109630
14.11.2018;109620;109650;109520;109540
14.11.2018;109550;109650;109520;109530
14.11.2018;109540;109590;109530;109570
14.11.2018;109570;109600;109490;109570
14.11.2018;109560;109570;109350;109420
14.11.2018;109430;109490;109380;109450
14.11.2018;109460;109460;109390;109440
14.11.2018;109440;109450;109400;109430
14.11.2018;109430;109520;109400;109500
14.11.2018;109500;109560;109440;109530
14.11.2018;109530;109560;109460;109520
14.11.2018;109520;109520;109450;109480
14.11.2018;109480;109500;109410;109470
14.11.2018;109460;109560;109430;109480
14.11.2018;109470;109470;109340;109380
14.11.2018;109380;109420;109200;109270
14.11.2018;109270;109330;109250;109330
14.11.2018;109330;109330;109260;109270
14.11.2018;109270;109370;109250;109350
14.11.2018;109350;109400;109320;109370
14.11.2018;109370;109460;109370;109440
14.11.2018;109430;109440;109370;109440
14.11.2018;109440;109480;109390;109440
14.11.2018;109450;109450;109360;109380
14.11.2018;109380;109440;109360;109360
14.11.2018;109350;109380;109320;109380
14.11.2018;109380;109390;109290;109360
14.11.2018;109350;109380;109290;109320
14.11.2018;109320;109360;109210;109220
14.11.2018;109220;109290;109160;109280
14.11.2018;109280;109290;109180;109260
14.11.2018;109260;109260;109150;109200
14.11.2018;109190;109240;109130;109230
14.11.2018;109220;109230;109060;109080
14.11.2018;109060;109130;109020;109030
14.11.2018;109030;109130;109000;109060
14.11.2018;109060;109130;109030;109070
14.11.2018;109080;109090;109030;109090
14.11.2018;109070;109120;109050;109090
14.11.2018;109090;109110;109010;109020
14.11.2018;109030;109040;108970;109030
14.11.2018;109020;109030;108830;108840
14.11.2018;108850;108870;108680;108700
14.11.2018;108700;108730;108620;108680
14.11.2018;108680;108750;108630;108650
14.11.2018;108650;108750;108640;108750
14.11.2018;108750;108760;108660;108700
14.11.2018;108700;108730;108650;108720
14.11.2018;108720;108810;108700;108740
14.11.2018;108750;108770;108670;108670
14.11.2018;108680;108680;108430;108530
14.11.2018;108520;108630;108500;108590
14.11.2018;108590;108650;108560;108620
14.11.2018;108630;108660;108550;108630
14.11.2018;108620;108670;108580;108640
14.11.2018;108640;108890;108610;108830
14.11.2018;108830;108880;108810;108860
14.11.2018;108860;109020;108830;109000
14.11.2018;109000;109010;108840;108850
14.11.2018;108850;108880;108830;108840
14.11.2018;108840;108960;108830;108940
14.11.2018;108950;109080;108910;109010
14.11.2018;109010;109040;108970;109020
14.11.2018;109020;109040;108950;108980
14.11.2018;108980;109070;108970;109070
14.11.2018;109070;109170;109070;109140
14.11.2018;109140;109150;109090;109110
14.11.2018;109100;109120;109020;109060
14.11.2018;109060;109170;109030;109120
14.11.2018;109130;109220;109090;109150
14.11.2018;109150;109410;109140;109410
14.11.2018;109400;109800;109390;109790
14.11.2018;109790;109860;109710;109720
14.11.2018;109720;109820;109720;109810
14.11.2018;109800;109830;109620;109650
14.11.2018;109650;109710;109640;109650
14.11.2018;109660;109740;109660;109680
14.11.2018;109690;109730;109650;109670
14.11.2018;109680;109700;109650;109680
14.11.2018;109670;109720;109630;109670
14.11.2018;109680;109740;109650;109670
14.11.2018;109670;109690;109640;109660
14.11.2018;109670;109710;109640;109710
14.11.2018;109720;109730;109630;109640
14.11.2018;109640;109800;109600;109800
14.11.2018;109800;109820;109710;109730
14.11.2018;109730;109920;109700;109750
14.11.2018;109750;109770;109640;109650
14.11.2018;109660;109710;109630;109700
14.11.2018;109700;109740;109670;109700
14.11.2018;109710;109740;109680;109720
14.11.2018;109720;109720;109640;109640
14.11.2018;109650;109670;109620;109650
14.11.2018;109660;109740;109650;109700
14.11.2018;109710;109710;109660;109680
14.11.2018;109670;109760;109650;109750
14.11.2018;109750;109760;109640;109670
14.11.2018;109660;109670;109610;109650
14.11.2018;109650;109670;109620;109660
14.11.2018;109660;109660;109520;109580
14.11.2018;109570;109580;109550;109580
14.11.2018;109570;109600;109540;109590
14.11.2018;109580;109660;109580;109630
14.11.2018;109630;109720;109620;109710
14.11.2018;109690;109710;109660;109670
14.11.2018;109660;109680;109630;109630
14.11.2018;109640;109670;109590;109600
14.11.2018;109600;109740;109590;109700
14.11.2018;109710;109810;109640;109650
14.11.2018;109650;109720;109630;109650
14.11.2018;109650;109660;109600;109620
14.11.2018;109610;109750;109610;109750
14.11.2018;109750;109780;109640;109660
14.11.2018;109660;109720;109630;109660
14.11.2018;109650;109650;109560;109610
14.11.2018;109610;109650;109580;109650
14.11.2018;109650;109650;109560;109620
14.11.2018;109620;109640;109600;109620
14.11.2018;109620;109660;109540;109570
14.11.2018;109570;109580;109530;109540
14.11.2018;109540;109610;109540;109560
14.11.2018;109570;109590;109530;109560
14.11.2018;109550;109570;109460;109510
14.11.2018;109490;109510;109410;109440
14.11.2018;109440;109500;109440;109490
14.11.2018;109480;109500;109440;109470
14.11.2018;109470;109500;109440;109470
14.11.2018;109450;109700;109440;109640
14.11.2018;109630;109650;109570;109630
14.11.2018;109620;109670;109600;109610
14.11.2018;109620;109620;109590;109610
14.11.2018;109620;109650;109560;109580
14.11.2018;109570;109610;109520;109600
14.11.2018;109620;109620;109550;109590
14.11.2018;109580;109610;109510;109530
14.11.2018;109530;109600;109500;109590
14.11.2018;109580;109600;109460;109480
14.11.2018;109480;109590;109480;109550
14.11.2018;109560;109590;109500;109560
14.11.2018;109550;109620;109550;109570
14.11.2018;109580;109640;109580;109600
14.11.2018;109600;109650;109590;109620
14.11.2018;109620;109620;109520;109570
14.11.2018;109570;109610;109570;109580
14.11.2018;109600;109680;109600;109620
14.11.2018;109620;109650;109580;109600
14.11.2018;109590;109610;109550;109560
14.11.2018;109550;109610;109550;109580
14.11.2018;109570;109570;109520;109540
14.11.2018;109530;109710;109510;109700
14.11.2018;109700;109700;109630;109670
14.11.2018;109670;109710;109650;109650
14.11.2018;109650;109700;109630;109690
14.11.2018;109670;109800;109650;109790
14.11.2018;109790;110040;109770;109980
14.11.2018;109970;110100;109960;110010
14.11.2018;110010;110020;109920;109950
14.11.2018;109930;110080;109930;110020
14.11.2018;110020;110090;109950;109970
14.11.2018;109960;109990;109810;109860
14.11.2018;109850;109920;109820;109910
14.11.2018;109920;109960;109890;109950
14.11.2018;109960;110140;109960;110110
14.11.2018;110100;110220;110000;110140
14.11.2018;110140;110180;110060;110070
14.11.2018;110070;110100;110000;110020
14.11.2018;110020;110020;109950;109990
14.11.2018;109980;110060;109980;110010
14.11.2018;110020;110110;110020;110040
14.11.2018;110040;110090;109990;109990
14.11.2018;109990;110040;109980;110020
14.11.2018;110020;110020;109930;109960
14.11.2018;109960;110000;109960;109980
14.11.2018;109980;110070;109980;110030
14.11.2018;110030;110040;109880;109900
14.11.2018;109900;109900;109840;109870
14.11.2018;109860;109900;109860;109880
14.11.2018;109880;109880;109820;109820
14.11.2018;109830;109900;109820;109860
14.11.2018;109850;109850;109770;109820
14.11.2018;109820;109850;109790;109800
14.11.2018;109810;109840;109780;109800
14.11.2018;109800;109810;109620;109630
14.11.2018;109630;109740;109620;109690
14.11.2018;109680;109730;109650;109660
14.11.2018;109660;109700;109640;109660
14.11.2018;109670;109700;109650;109700
14.11.2018;109700;109740;109670;109720
14.11.2018;109720;109750;109670;109740
14.11.2018;109730;109810;109710;109810
14.11.2018;109800;109820;109770;109810
14.11.2018;109810;109870;109810;109850
14.11.2018;109850;109950;109830;109930
14.11.2018;109930;109940;109840;109860
14.11.2018;109870;109890;109830;109870
14.11.2018;109870;109880;109830;109830
14.11.2018;109830;109900;109820;109880
14.11.2018;109890;109920;109880;109920
14.11.2018;109920;109940;109870;109900
14.11.2018;109900;109950;109900;109920
14.11.2018;109920;109950;109910;109940
14.11.2018;109940;110000;109920;109980
14.11.2018;109970;110020;109960;110000
14.11.2018;110010;110040;109990;110010
14.11.2018;110000;110100;109990;109990
14.11.2018;109990;110010;109900;110010
14.11.2018;110010;110030;109940;109950
14.11.2018;109970;110000;109950;109980
14.11.2018;109970;109980;109840;109870
14.11.2018;109870;109880;109850;109870
14.11.2018;109870;109900;109820;109870
14.11.2018;109860;109860;109800;109820
14.11.2018;109820;109850;109800;109830
14.11.2018;109840;109870;109800;109870
14.11.2018;109870;109870;109780;109820
14.11.2018;109820;109830;109720;109760
14.11.2018;109760;109810;109720;109800
14.11.2018;109800;109800;109740;109770
14.11.2018;109770;109900;109760;109900
14.11.2018;109890;109890;109840;109880
14.11.2018;109880;109890;109810;109880
14.11.2018;109880;109890;109830;109840
14.11.2018;109850;109920;109830;109870
14.11.2018;109870;109870;109720;109740
14.11.2018;109730;109790;109730;109760
14.11.2018;109780;109820;109770;109800
14.11.2018;109780;109860;109760;109810
14.11.2018;109820;109850;109810;109810
14.11.2018;109820;109850;109780;109850
14.11.2018;109850;109850;109770;109800
14.11.2018;109790;109810;109760;109800
14.11.2018;109780;109790;109760;109780
14.11.2018;109790;109810;109780;109800
14.11.2018;109800;109880;109800;109840
14.11.2018;109850;109880;109800;109800
14.11.2018;109800;109830;109760;109810
14.11.2018;109800;109800;109730;109750
14.11.2018;109760;109820;109760;109820
14.11.2018;109810;109940;109800;109890
14.11.2018;109890;110050;109890;110020
14.11.2018;110020;110080;110010;110020
14.11.2018;110020;110060;110000;110050
14.11.2018;110050;110140;110040;110070
14.11.2018;110070;110080;109960;109990
14.11.2018;109990;110060;109990;110020
14.11.2018;110030;110040;109990;110000
14.11.2018;109990;110060;109990;109990
14.11.2018;110000;110040;109980;110030
14.11.2018;110040;110050;109990;109990
14.11.2018;109990;110080;109980;110060
14.11.2018;110060;110190;110060;110130
14.11.2018;110120;110150;110120;110130
14.11.2018;110150;110170;110130;110160
14.11.2018;110160;110270;110160;110250
14.11.2018;110260;110380;110240;110370
14.11.2018;110380;110400;110320;110330
14.11.2018;110340;110370;110300;110370
14.11.2018;110350;110380;110320;110330
14.11.2018;110330;110350;110280;110320
14.11.2018;110320;110330;110260;110260
14.11.2018;110270;110300;110260;110270
14.11.2018;110260;110290;110260;110270
14.11.2018;110280;110290;110260;110280
14.11.2018;110280;110310;110240;110240
14.11.2018;110260;110280;110250;110280
14.11.2018;110260;110320;110250;110290
14.11.2018;110300;110320;110270;110280
14.11.2018;110280;110320;110260;110290
14.11.2018;110290;110310;110250;110260
14.11.2018;110270;110280;110210;110260
14.11.2018;110260;110310;110240;110240
14.11.2018;110230;110300;110200;110210
14.11.2018;110220;110240;110130;110150
14.11.2018;110150;110200;110130;110170
14.11.2018;110180;110180;110110;110120
14.11.2018;110120;110170;110120;110160
14.11.2018;110150;110230;110140;110200
14.11.2018;110220;110260;110220;110240
14.11.2018;110250;110290;110220;110230
14.11.2018;110240;110240;110170;110230
14.11.2018;110230;110300;110230;110280
14.11.2018;110290;110300;110250;110270
14.11.2018;110280;110300;110270;110290
14.11.2018;110280;110380;110280;110330
14.11.2018;110340;110400;110320;110360
14.11.2018;110360;110480;110350;110470
14.11.2018;110470;110520;110450;110500
14.11.2018;110510;110540;110440;110460
14.11.2018;110450;110520;110450;110510
14.11.2018;110500;110560;110490;110550
14.11.2018;110560;110560;110460;110460
14.11.2018;110470;110490;110420;110460
14.11.2018;110470;110470;110430;110440
14.11.2018;110440;110500;110440;110460
14.11.2018;110460;110500;110460;110470
14.11.2018;110460;110550;110460;110510
14.11.2018;110510;110610;110500;110580
14.11.2018;110560;110650;110550;110600
14.11.2018;110580;110770;110570;110640
14.11.2018;110640;110670;110520;110530
14.11.2018;110520;110580;110480;110480
14.11.2018;110480;110490;110420;110440
14.11.2018;110430;110510;110430;110450
14.11.2018;110450;110500;110440;110480
14.11.2018;110490;110510;110470;110500
14.11.2018;110490;110510;110460;110480
14.11.2018;110490;110500;110470;110500
14.11.2018;110500;110660;110500;110640
14.11.2018;110640;110980;110640;110910
14.11.2018;110920;111030;110880;110900
14.11.2018;110910;110930;110780;110810
14.11.2018;110820;110860;110800;110820
14.11.2018;110820;110950;110800;110910
14.11.2018;110900;110970;110860;110870
14.11.2018;110880;110910;110840;110860
14.11.2018;110860;110980;110860;110890
14.11.2018;110900;110900;110850;110870
14.11.2018;110870;110920;110830;110850
14.11.2018;110850;110870;110770;110790
14.11.2018;110790;110850;110780;110800
14.11.2018;110800;110820;110780;110780
14.11.2018;110790;110890;110770;110840
14.11.2018;110840;110900;110820;110860
14.11.2018;110860;110950;110850;110860
14.11.2018;110870;111000;110860;110920
14.11.2018;110910;111090;110910;111020
14.11.2018;111020;111040;110970;110990
14.11.2018;111000;111070;111000;111070
14.11.2018;111060;111110;111050;111080
14.11.2018;111080;111090;110990;110990
14.11.2018;110990;111050;110960;111040
14.11.2018;111020;111030;110930;110960
14.11.2018;110960;111010;110910;110940
14.11.2018;110950;111020;110950;111010
14.11.2018;111010;111040;110980;110990
14.11.2018;110990;111000;110910;110940
14.11.2018;110930;110940;110840;110850
14.11.2018;110840;110870;110660;110680
14.11.2018;110660;110890;110660;110780
14.11.2018;110790;110810;110710;110710
14.11.2018;110700;110760;110700;110750
14.11.2018;110760;110810;110720;110730
14.11.2018;110720;110800;110690;110800
14.11.2018;110790;110810;110760;110780
14.11.2018;110790;110820;110760;110800
14.11.2018;110800;110800;110750;110760
14.11.2018;110750;110800;110720;110790
14.11.2018;110790;110800;110770;110790
14.11.2018;110790;110860;110730;110860
14.11.2018;110850;110860;110820;110850
14.11.2018;110840;110900;110820;110890
14.11.2018;110890;111000;110880;110970
14.11.2018;110980;111100;110970;111090
14.11.2018;111090;111200;111060;111170
14.11.2018;111170;111180;111090;111100
14.11.2018;111110;111210;111110;111180
14.11.2018;111180;111200;111160;111160
14.11.2018;111160;111190;111090;111170
14.11.2018;111180;111210;111150;111160
14.11.2018;111170;111290;111160;111270
14.11.2018;111260;111310;111250;111300
14.11.2018;111280;111320;111240;111250
14.11.2018;111260;111350;111240;111330
14.11.2018;111340;111390;111330;111370
14.11.2018;111370;111390;111210;111250
14.11.2018;111250;111290;111160;111200
14.11.2018;111200;111240;111190;111230
14.11.2018;111220;111240;111190;111230
14.11.2018;111230;111290;111170;111200
14.11.2018;111210;111320;111190;111290
14.11.2018;111300;111360;111260;111270
14.11.2018;111270;111330;111230;111230
14.11.2018;111230;111300;111200;111260
14.11.2018;111260;111320;111240;111300
14.11.2018;111310;111380;111250;111260
14.11.2018;111260;111280;111190;111210
14.11.2018;111190;111210;111070;111090
14.11.2018;111100;111160;111060;111070
14.11.2018;111070;111120;111020;111090
14.11.2018;111100;111180;111100;111130
14.11.2018;111130;111250;111120;111250
14.11.2018;111240;111320;111240;111280
14.11.2018;111290;111460;111280;111450
14.11.2018;111460;111480;111380;111380
14.11.2018;111380;111380;111300;111300
14.11.2018;111300;111390;111300;111340
14.11.2018;111330;111390;111310;111350
14.11.2018;111350;111370;111320;111350
14.11.2018;111360;111410;111330;111380
14.11.2018;111380;111400;111300;111310
14.11.2018;111310;111320;111220;111260
14.11.2018;111250;111290;111200;111240
14.11.2018;111250;111320;111230;111240
14.11.2018;111250;111280;111170;111220
14.11.2018;111220;111280;111190;111230
14.11.2018;111220;111310;111210;111240
14.11.2018;111230;111250;111180;111210
14.11.2018;111230;111340;111200;111320
14.11.2018;111320;111360;111300;111310
14.11.2018;111310;111340;111270;111290
14.11.2018;111280;111340;111100;111130
14.11.2018;111130;111220;111120;111130
14.11.2018;111130;111220;111130;111210
14.11.2018;111210;111310;111200;111300
14.11.2018;111320;111350;111260;111290
14.11.2018;111300;111430;111280;111370
14.11.2018;111370;111420;111250;111260
14.11.2018;111250;111310;111130;111140
14.11.2018;111150;111230;111110;111120
14.11.2018;111130;111190;110980;111000
14.11.2018;111000;111010;110890;110960
14.11.2018;110970;111020;110930;110940
14.11.2018;110940;110980;110880;110880
14.11.2018;110890;110960;110880;110920
14.11.2018;110910;111010;110900;110950
14.11.2018;110940;110990;110940;110970
14.11.2018;110970;111010;110940;110960
14.11.2018;110960;111060;110960;111020
14.11.2018;111020;111030;110940;110960
14.11.2018;110960;111020;110890;111010
14.11.2018;111010;111050;110990;111040
14.11.2018;111040;111050;110980;111040
14.11.2018;111050;111070;111010;111030
14.11.2018;111050;111050;110950;110980
14.11.2018;110990;111070;110990;111030
14.11.2018;111040;111110;111040;111100
14.11.2018;111100;111160;111090;111120
14.11.2018;111120;111140;111070;111140
14.11.2018;111140;111150;111040;111080
14.11.2018;111080;111110;111050;111110
14.11.2018;111110;111150;111100;111130
14.11.2018;111140;111310;111130;111280
14.11.2018;111270;111340;111270;111330
14.11.2018;111330;111380;111290;111290
14.11.2018;111290;111440;111270;111420
14.11.2018;111420;111500;111420;111470
14.11.2018;111480;111570;111470;111510
14.11.2018;111520;111570;111500;111510
14.11.2018;111520;111520;111430;111480
14.11.2018;111490;111520;111440;111470
14.11.2018;111460;111520;111440;111520
14.11.2018;111520;111560;111500;111550
14.11.2018;111560;111800;111530;111780
14.11.2018;111500;111500;111190;111350
14.11.2018;111350;111370;111300;111340
14.11.2018;111340;111350;111240;111250
14.11.2018;111240;111310;111220;111290
14.11.2018;111290;111310;111250;111280
14.11.2018;111270;111300;111230;111290
14.11.2018;111280;111360;111270;111290
14.11.2018;111290;111320;111210;111250
14.11.2018;111250;111320;111230;111310
14.11.2018;111290;111290;111230;111250
14.11.2018;111240;111270;111090;111130
14.11.2018;111130;111230;111120;111160
14.11.2018;111170;111200;111120;111160
14.11.2018;111160;111280;111150;111260
14.11.2018;111260;111270;111230;111240
14.11.2018;111240;111280;111210;111270
14.11.2018;111280;111340;111270;111320
14.11.2018;111320;111340;111270;111290
14.11.2018;111270;111320;111240;111260
14.11.2018;111270;111280;111240;111260
14.11.2018;111270;111310;111140;111160
14.11.2018;111170;111200;111100;111150
14.11.2018;111160;111210;111110;111190
14.11.2018;111190;111210;111110;111150
14.11.2018;111160;111180;111030;111090
14.11.2018;111100;111150;111050;111100
14.11.2018;111090;111110;111060;111060
14.11.2018;111070;111130;111070;111110
14.11.2018;111120;111140;111050;111110
14.11.2018;111100;111170;111060;111140
14.11.2018;111130;111140;111090;111120
14.11.2018;111130;111170;111110;111120
14.11.2018;111130;111140;111060;111100
14.11.2018;111110;111150;111080;111100
14.11.2018;111100;111110;111050;111050
14.11.2018;111060;111120;111050;111120
14.11.2018;111120;111130;111060;111080
14.11.2018;111080;111110;111060;111060
14.11.2018;111070;111090;111030;111080
14.11.2018;111080;111140;111080;111090
14.11.2018;111100;111110;110970;110970
14.11.2018;110970;110990;110930;110940
14.11.2018;110940;110960;110920;110960
14.11.2018;110960;111000;110950;110980
14.11.2018;110990;111030;110980;111000
14.11.2018;111000;111060;110970;111060
14.11.2018;111060;111090;111040;111060
14.11.2018;111050;111110;111050;111060
14.11.2018;111060;111250;111050;111240
14.11.2018;111250;111370;111230;111340
14.11.2018;111330;111340;111200;111210
14.11.2018;111210;111270;111180;111250
14.11.2018;111240;111390;111240;111370
14.11.2018;111380;111470;111370;111410
14.11.2018;111410;111420;111350;111410
14.11.2018;111410;111430;111260;111290
14.11.2018;111300;111320;111260;111320
14.11.2018;111330;111370;111320;111350
14.11.2018;111360;111370;111280;111290
14.11.2018;111300;111350;111290;111310
14.11.2018;111310;111310;111250;111300
14.11.2018;111310;111380;111310;111330
14.11.2018;111330;111380;111330;111350
14.11.2018;111370;111370;111290;111300
14.11.2018;111310;111340;111300;111300
14.11.2018;111300;111330;111270;111330
14.11.2018;111330;111340;111290;111290
14.11.2018;111290;111310;111250;111260
14.11.2018;111270;111340;111260;111320
14.11.2018;111320;111320;111240;111280
14.11.2018;111280;111310;111280;111290
14.11.2018;111310;111330;111290;111310
14.11.2018;111300;111370;111270;111340
14.11.2018;111350;111470;111350;111450
14.11.2018;111460;111620;111460;111560
14.11.2018;111570;111590;111510;111510
14.11.2018;111520;111670;111520;111600
14.11.2018;111610;111660;111610;111650
14.11.2018;111650;111700;111640;111670
14.11.2018;111670;111700;111630;111630
14.11.2018;111640;111640;111590;111620
14.11.2018;111600;111650;111580;111640
14.11.2018;111640;111650;111610;111630
14.11.2018;111640;111690;111640;111660
14.11.2018;111660;111680;111600;111600
14.11.2018;111600;111630;111580;111610
14.11.2018;111600;111610;111530;111550
14.11.2018;111550;111590;111530;111560
14.11.2018;111550;111550;111500;111500
14.11.2018;111500;111530;111480;111510
14.11.2018;111510;111510;111430;111470
14.11.2018;111470;111490;111360;111360
14.11.2018;111370;111370;111250;111290
14.11.2018;111290;111360;111290;111360
14.11.2018;111360;111360;111300;111360
14.11.2018;111360;111370;111300;111310
14.11.2018;111320;111320;111180;111240
14.11.2018;111230;111250;111150;111160
14.11.2018;111170;111220;111150;111160
14.11.2018;111170;111170;111040;111120
14.11.2018;111110;111180;111070;111150
14.11.2018;111160;111230;111120;111210
14.11.2018;111210;111320;111200;111300
14.11.2018;111310;111450;111290;111370
14.11.2018;111370;111410;111350;111380
14.11.2018;111390;111390;111280;111350
14.11.2018;111350;111530;111320;111360
14.11.2018;111360;111380;111270;111290
14.11.2018;111300;111410;111290;111400
14.11.2018;111400;111410;111300;111300
14.11.2018;111310;111370;111310;111320
14.11.2018;111310;111340;111270;111280
14.11.2018;111280;111290;111210;111210
14.11.2018;111230;111230;111180;111190
14.11.2018;111200;111250;111130;111250
14.11.2018;111240;111350;111200;111300
14.11.2018;111330;111340;111280;111290
14.11.2018;111280;111330;111280;111290
14.11.2018;111290;111310;111280;111300
14.11.2018;111300;111340;111280;111340
14.11.2018;111320;111350;111260;111310
14.11.2018;111320;111350;111310;111340
14.11.2018;111350;111360;111270;111280
14.11.2018;111270;111320;111270;111280
14.11.2018;111280;111300;111280;111300
14.11.2018;111300;111330;111180;111200
14.11.2018;111190;111190;111060;111090
14.11.2018;111070;111120;111020;111100
14.11.2018;111110;111150;111100;111140
14.11.2018;111150;111180;111130;111160
14.11.2018;111160;111260;111160;111180
14.11.2018;111180;111190;111100;111140
14.11.2018;111140;111220;111120;111120
14.11.2018;111130;111200;111120;111130
14.11.2018;111110;111210;111100;111140
14.11.2018;111140;111230;111100;111210
14.11.2018;111200;111220;111170;111180
14.11.2018;111170;111200;111120;111200
14.11.2018;111190;111220;111140;111150
14.11.2018;111140;111170;111070;111110
14.11.2018;111110;111130;111050;111090
14.11.2018;111080;111090;111060;111080
14.11.2018;111070;111120;111050;111090
14.11.2018;111090;111090;110950;111040
14.11.2018;111040;111090;111020;111080
14.11.2018;111080;111080;111030;111060
14.11.2018;111060;111070;111000;111000
14.11.2018;111010;111010;110960;110960
14.11.2018;110970;111020;110960;111010
14.11.2018;111010;111070;111010;111070
14.11.2018;111050;111120;111020;111090
14.11.2018;111100;111130;111070;111130
14.11.2018;111130;111130;111090;111100
14.11.2018;111090;111120;111080;111080
14.11.2018;111080;111150;111080;111150
14.11.2018;111150;111170;111060;111070
14.11.2018;111080;111090;110990;111020
14.11.2018;111030;111030;111000;111020
14.11.2018;111020;111040;110990;111000
14.11.2018;111000;111000;110830;110880
14.11.2018;110880;110930;110860;110860
14.11.2018;110850;110910;110830;110880
14.11.2018;110880;110920;110880;110920
14.11.2018;110920;110940;110880;110900
14.11.2018;110900;110950;110900;110940
14.11.2018;110930;110950;110880;110950
14.11.2018;110950;111000;110920;111000
14.11.2018;111000;111000;110960;110990
14.11.2018;111000;111040;110970;111020
14.11.2018;111030;111050;111000;111010
14.11.2018;111010;111160;111010;111140
14.11.2018;111140;111220;111140;111170
14.11.2018;111170;111190;111140;111180
14.11.2018;111180;111210;111130;111150
14.11.2018;111130;111190;111110;111160
14.11.2018;111150;111160;111070;111080
14.11.2018;111070;111080;110990;111010
14.11.2018;111020;111020;110880;110920
14.11.2018;110910;110920;110860;110900
14.11.2018;110890;110890;110730;110760
14.11.2018;110760;110780;110650;110680
14.11.2018;110680;110790;110650;110780
14.11.2018;110770;110830;110770;110790
14.11.2018;110800;110810;110760;110780
14.11.2018;110770;110830;110760;110810
14.11.2018;110810;110850;110800;110850
14.11.2018;110850;110950;110830;110930
14.11.2018;110920;111040;110920;111010
14.11.2018;110990;111000;110960;110970
14.11.2018;110990;111140;110950;111100
14.11.2018;111100;111300;111090;111250
14.11.2018;111250;111250;111160;111230
14.11.2018;111210;111240;111150;111240
14.11.2018;111250;111300;111180;111220
14.11.2018;111220;111240;111150;111170
14.11.2018;111170;111190;111130;111150
14.11.2018;111140;111240;111140;111230
14.11.2018;111240;111250;111170;111200
14.11.2018;111200;111210;111110;111120
14.11.2018;111130;111170;111100;111120
14.11.2018;111110;111110;111030;111030
14.11.2018;111020;111040;110860;110910
14.11.2018;110910;111050;110890;111040
14.11.2018;111050;111050;110970;110970
14.11.2018;110960;110970;110940;110940
14.11.2018;110940;110950;110890;110940
14.11.2018;110940;111090;110940;111060
14.11.2018;111070;111100;111040;111090
14.11.2018;111080;111100;111000;111020
14.11.2018;111030;111070;111020;111040
14.11.2018;111040;111060;110970;111000
14.11.2018;111020;111130;110990;111110
14.11.2018;111120;111220;111110;111190
14.11.2018;111180;111250;111180;111180
14.11.2018;111190;111200;111120;111130
14.11.2018;111140;111220;111090;111110
14.11.2018;111130;111140;111030;111070
14.11.2018;111070;111140;111040;111090
14.11.2018;111090;111130;111070;111070
14.11.2018;111080;111110;111040;111080
14.11.2018;111090;111110;111050;111090
14.11.2018;111090;111160;111080;111160
14.11.2018;111160;111170;111080;111110
14.11.2018;111090;111170;111090;111170
14.11.2018;111180;111200;111150;111160
14.11.2018;111170;111260;111130;111250
14.11.2018;111240;111250;111180;111250
14.11.2018;111240;111340;111220;111330
14.11.2018;111320;111340;111260;111290
